session_id,subscriber_id,content_id,watch_date,watch_hour,watch_mins,completion_pct
WS00222768,S005256,C0220,2024-03-14,15,11,22.92
WS00222769,S005256,C0218,2024-09-04,4,32,74.42
WS00222770,S005256,C0285,2024-01-05,20,7,13.73
WS00222771,S005256,C0396,2024-04-14,20,5,13.16
WS00222772,S005256,C0333,2024-04-22,8,95,74.22
WS00222773,S005256,C0446,2024-08-11,22,11,40.74
WS00222774,S005256,C0345,2024-07-18,18,67,47.52
WS00222775,S005256,C0073,2024-09-21,1,52,36.88
WS00222776,S005256,C0445,2024-05-09,21,90,84.91
WS00222777,S005256,C0493,2024-07-06,18,8,6.78
WS00222778,S005256,C0035,2024-04-13,4,71,52.59
WS00222779,S005256,C0125,2024-11-15,21,79,64.75
WS00222780,S005256,C0088,2024-11-01,21,43,47.25
WS00222781,S005256,C0420,2024-06-22,22,53,44.17
WS00222782,S005256,C0120,2024-09-09,12,117,92.86
WS00222783,S005256,C0422,2024-01-22,12,91,83.49
WS00222784,S005256,C0377,2024-02-16,20,18,66.67
WS00222785,S005256,C0130,2024-08-09,9,19,79.17
WS00222786,S005256,C0357,2024-11-09,7,54,31.03
WS00222787,S005256,C0196,2024-08-02,14,7,19.44
WS00222788,S005256,C0079,2024-04-20,5,6,19.35
WS00222789,S005256,C0318,2024-02-14,10,6,12.5
WS00222790,S005257,C0285,2024-10-17,10,8,15.69
WS00222791,S005257,C0067,2024-03-12,13,23,51.11
WS00222792,S005257,C0206,2024-10-05,8,14,58.33
WS00222793,S005257,C0016,2024-08-13,11,55,63.22
WS00222794,S005257,C0359,2024-02-13,21,17,17.0
WS00222795,S005257,C0477,2024-08-24,5,117,89.31
WS00222796,S005257,C0169,2024-12-02,20,24,100.0
WS00222797,S005257,C0059,2024-04-02,2,19,73.08
WS00222798,S005257,C0399,2024-02-09,12,21,47.73
WS00222799,S005257,C0252,2024-10-16,21,139,86.34
WS00222800,S005257,C0032,2024-02-11,5,45,28.12
WS00222801,S005257,C0294,2024-06-27,21,26,86.67
WS00222802,S005257,C0415,2024-04-04,9,133,85.26
WS00222803,S005257,C0411,2024-10-25,22,110,82.09
WS00222804,S005257,C0399,2024-04-14,7,9,20.45
WS00222805,S005257,C0007,2024-09-12,22,114,96.61
WS00222806,S005257,C0264,2024-06-22,13,18,52.94
WS00222807,S005257,C0280,2024-02-25,14,14,51.85
WS00222808,S005257,C0145,2024-05-06,22,106,61.99
WS00222809,S005257,C0206,2024-04-30,1,5,20.83
WS00222810,S005257,C0090,2024-03-02,16,15,16.48
WS00222811,S005257,C0108,2024-08-03,20,123,75.46
WS00222812,S005257,C0254,2024-07-08,13,63,56.76
WS00222813,S005257,C0288,2024-10-09,20,9,26.47
WS00222814,S005257,C0234,2024-05-18,23,5,13.51
WS00222815,S005257,C0487,2024-08-10,5,15,75.0
WS00222816,S005257,C0477,2024-04-16,20,54,41.22
WS00222817,S005257,C0067,2024-03-14,10,13,28.89
WS00222818,S005257,C0482,2024-06-07,13,140,97.22
WS00222819,S005257,C0385,2024-09-18,22,21,14.29
WS00222820,S005257,C0219,2024-04-01,19,27,60.0
WS00222821,S005257,C0354,2024-02-17,3,17,68.0
WS00222822,S005257,C0422,2024-07-09,20,90,82.57
WS00222823,S005257,C0108,2024-06-22,20,54,33.13
WS00222824,S005257,C0430,2024-03-16,11,125,85.03
WS00222825,S005257,C0303,2024-11-01,5,26,61.9
WS00222826,S005257,C0132,2024-11-26,13,7,17.07
WS00222827,S005257,C0261,2024-02-05,10,27,87.1
WS00222828,S005257,C0177,2024-10-18,18,84,77.78
WS00222829,S005257,C0363,2024-12-05,20,14,66.67
WS00222830,S005257,C0045,2024-08-23,12,12,30.77
WS00222831,S005257,C0493,2024-04-25,17,117,99.15
WS00222832,S005257,C0287,2024-07-15,21,55,40.15
WS00222833,S005257,C0323,2024-04-07,17,42,32.06
WS00222834,S005257,C0191,2024-04-26,20,28,73.68
WS00222835,S005257,C0215,2024-05-22,6,24,14.63
WS00222836,S005257,C0486,2024-06-13,22,123,94.62
WS00222837,S005257,C0466,2024-03-28,0,39,24.07
WS00222838,S005257,C0090,2024-11-02,4,77,84.62
WS00222839,S005257,C0114,2024-09-16,3,10,27.78
WS00222840,S005257,C0055,2024-10-20,22,40,80.0
WS00222841,S005258,C0206,2024-01-18,21,14,58.33
WS00222842,S005258,C0455,2024-11-23,10,13,24.53
WS00222843,S005258,C0459,2024-02-09,13,34,80.95
WS00222844,S005258,C0076,2024-12-25,3,26,26.53
WS00222845,S005258,C0083,2024-04-23,8,19,63.33
WS00222846,S005258,C0340,2024-01-08,2,11,34.38
WS00222847,S005258,C0207,2024-12-19,1,66,41.25
WS00222848,S005258,C0284,2024-05-13,12,42,97.67
WS00222849,S005258,C0404,2024-10-29,20,9,16.67
WS00222850,S005258,C0141,2024-09-16,7,82,96.47
WS00222851,S005258,C0075,2024-06-02,20,77,86.52
WS00222852,S005258,C0085,2024-11-07,20,119,68.0
WS00222853,S005258,C0030,2024-03-05,17,46,27.54
WS00222854,S005258,C0027,2024-06-18,13,82,48.81
WS00222855,S005258,C0179,2024-08-12,20,37,78.72
WS00222856,S005258,C0232,2024-10-04,11,59,71.95
WS00222857,S005258,C0472,2024-05-30,10,14,34.15
WS00222858,S005258,C0238,2024-02-27,4,50,94.34
WS00222859,S005258,C0024,2024-02-14,1,33,68.75
WS00222860,S005258,C0232,2024-02-01,16,55,67.07
WS00222861,S005258,C0376,2024-03-21,21,26,65.0
WS00222862,S005258,C0440,2024-10-08,0,39,21.91
WS00222863,S005258,C0224,2024-06-13,6,69,77.53
WS00222864,S005258,C0325,2024-02-24,13,20,40.82
WS00222865,S005258,C0033,2024-06-19,21,46,26.29
WS00222866,S005258,C0204,2024-03-23,20,20,19.05
WS00222867,S005258,C0341,2024-03-20,22,102,91.89
WS00222868,S005258,C0097,2024-03-20,8,43,39.09
WS00222869,S005258,C0207,2024-03-13,0,132,82.5
WS00222870,S005258,C0144,2024-10-25,21,13,59.09
WS00222871,S005258,C0200,2024-05-27,19,27,65.85
WS00222872,S005259,C0313,2024-06-02,21,60,38.96
WS00222873,S005259,C0402,2024-06-22,7,8,20.51
WS00222874,S005259,C0283,2024-04-24,4,47,26.7
WS00222875,S005259,C0062,2024-08-11,22,30,73.17
WS00222876,S005259,C0167,2024-10-02,23,63,74.12
WS00222877,S005259,C0238,2024-12-10,21,53,100.0
WS00222878,S005259,C0361,2024-11-04,12,9,36.0
WS00222879,S005259,C0286,2024-01-01,13,19,90.48
WS00222880,S005259,C0274,2024-05-30,21,9,30.0
WS00222881,S005259,C0226,2024-03-22,22,142,96.6
WS00222882,S005259,C0387,2024-02-13,15,76,82.61
WS00222883,S005260,C0327,2024-12-13,12,21,80.77
WS00222884,S005260,C0044,2024-03-10,12,27,62.79
WS00222885,S005260,C0002,2024-05-19,22,80,51.95
WS00222886,S005260,C0381,2024-04-07,22,140,78.21
WS00222887,S005260,C0313,2024-01-20,12,112,72.73
WS00222888,S005260,C0264,2024-10-18,20,9,26.47
WS00222889,S005260,C0203,2024-03-13,13,16,76.19
WS00222890,S005260,C0157,2024-07-11,20,115,96.64
WS00222891,S005260,C0085,2024-09-28,22,130,74.29
WS00222892,S005260,C0307,2024-12-25,12,22,81.48
WS00222893,S005260,C0430,2024-12-02,5,38,25.85
WS00222894,S005260,C0182,2024-10-06,11,17,85.0
WS00222895,S005260,C0016,2024-04-13,4,26,29.89
WS00222896,S005260,C0341,2024-11-15,2,18,16.22
WS00222897,S005260,C0499,2024-07-29,22,15,40.54
WS00222898,S005260,C0196,2024-05-28,19,31,86.11
WS00222899,S005260,C0007,2024-12-17,13,44,37.29
WS00222900,S005260,C0177,2024-05-04,3,20,18.52
WS00222901,S005260,C0166,2024-06-22,21,44,95.65
WS00222902,S005260,C0167,2024-07-03,21,16,18.82
WS00222903,S005260,C0195,2024-07-21,21,43,39.45
WS00222904,S005260,C0332,2024-10-04,20,19,50.0
WS00222905,S005260,C0383,2024-07-04,18,54,46.15
WS00222906,S005260,C0011,2024-07-31,21,10,20.83
WS00222907,S005260,C0070,2024-10-12,22,9,45.0
WS00222908,S005260,C0366,2024-01-16,22,36,100.0
WS00222909,S005260,C0093,2024-11-18,15,13,46.43
WS00222910,S005260,C0406,2024-11-01,15,74,77.08
WS00222911,S005260,C0441,2024-12-29,11,139,93.92
WS00222912,S005260,C0119,2024-12-15,19,16,66.67
WS00222913,S005260,C0004,2024-04-03,20,69,69.0
WS00222914,S005260,C0187,2024-02-23,21,87,57.62
WS00222915,S005260,C0426,2024-09-01,21,55,58.51
WS00222916,S005260,C0244,2024-09-20,20,20,23.81
WS00222917,S005260,C0493,2024-09-21,19,53,44.92
WS00222918,S005260,C0140,2024-01-13,3,26,63.41
WS00222919,S005260,C0220,2024-03-26,17,21,43.75
WS00222920,S005260,C0415,2024-10-06,4,103,66.03
WS00222921,S005260,C0191,2024-07-23,20,10,26.32
WS00222922,S005260,C0334,2024-07-17,13,27,65.85
WS00222923,S005260,C0207,2024-05-15,21,49,30.63
WS00222924,S005260,C0015,2024-04-11,6,71,57.26
WS00222925,S005260,C0130,2024-04-19,21,20,83.33
WS00222926,S005260,C0496,2024-09-07,11,10,45.45
WS00222927,S005260,C0284,2024-11-09,16,7,16.28
WS00222928,S005260,C0063,2024-08-08,21,70,74.47
WS00222929,S005260,C0267,2024-04-21,15,25,78.12
WS00222930,S005260,C0311,2024-09-07,10,93,84.55
WS00222931,S005260,C0388,2024-06-14,16,64,53.78
WS00222932,S005260,C0224,2024-03-12,11,28,31.46
WS00222933,S005260,C0413,2024-12-13,5,22,95.65
WS00222934,S005260,C0494,2024-04-07,4,13,40.62
WS00222935,S005260,C0003,2024-06-29,17,7,33.33
WS00222936,S005260,C0299,2024-11-03,19,32,39.51
WS00222937,S005260,C0029,2024-09-05,15,25,48.08
WS00222938,S005260,C0451,2024-10-18,21,19,42.22
WS00222939,S005260,C0063,2024-01-18,22,49,52.13
WS00222940,S005260,C0056,2024-01-16,8,79,62.7
WS00222941,S005260,C0087,2024-01-31,9,20,51.28
WS00222942,S005260,C0197,2024-11-12,3,52,51.49
WS00222943,S005260,C0268,2024-05-25,22,46,92.0
WS00222944,S005260,C0472,2024-06-09,3,41,100.0
WS00222945,S005261,C0226,2024-12-27,20,12,8.16
WS00222946,S005261,C0487,2024-09-01,6,10,50.0
WS00222947,S005261,C0001,2024-09-23,21,19,55.88
WS00222948,S005261,C0309,2024-04-05,6,37,82.22
WS00222949,S005261,C0334,2024-04-01,0,29,70.73
WS00222950,S005261,C0309,2024-12-30,19,14,31.11
WS00222951,S005261,C0051,2024-12-09,22,5,9.62
WS00222952,S005261,C0132,2024-04-03,13,17,41.46
WS00222953,S005261,C0105,2024-05-06,0,8,29.63
WS00222954,S005261,C0227,2024-10-18,20,22,64.71
WS00222955,S005261,C0390,2024-04-17,4,8,20.0
WS00222956,S005261,C0388,2024-07-09,22,113,94.96
WS00222957,S005261,C0437,2024-08-10,1,28,68.29
WS00222958,S005261,C0045,2024-04-07,22,6,15.38
WS00222959,S005261,C0245,2024-09-18,0,8,27.59
WS00222960,S005261,C0141,2024-03-02,22,74,87.06
WS00222961,S005261,C0182,2024-10-09,22,13,65.0
WS00222962,S005261,C0107,2024-04-14,9,53,44.17
WS00222963,S005261,C0484,2024-12-27,2,7,25.93
WS00222964,S005261,C0093,2024-08-30,17,20,71.43
WS00222965,S005261,C0494,2024-06-11,21,31,96.88
WS00222966,S005261,C0061,2024-07-08,0,56,33.73
WS00222967,S005261,C0259,2024-05-03,19,8,32.0
WS00222968,S005261,C0205,2024-08-10,23,12,22.22
WS00222969,S005261,C0358,2024-02-13,14,21,95.45
WS00222970,S005261,C0289,2024-09-28,0,10,23.81
WS00222971,S005261,C0313,2024-01-24,16,57,37.01
WS00222972,S005261,C0279,2024-01-14,20,33,75.0
WS00222973,S005261,C0190,2024-06-01,14,34,91.89
WS00222974,S005261,C0412,2024-06-03,9,29,96.67
WS00222975,S005261,C0302,2024-06-17,20,25,47.17
WS00222976,S005261,C0105,2024-02-02,1,15,55.56
WS00222977,S005261,C0442,2024-07-28,4,128,74.85
WS00222978,S005261,C0327,2024-02-09,17,12,46.15
WS00222979,S005261,C0270,2024-07-17,17,28,22.4
WS00222980,S005261,C0387,2024-12-10,17,22,23.91
WS00222981,S005261,C0246,2024-03-30,7,125,69.83
WS00222982,S005261,C0095,2024-05-21,18,84,77.78
WS00222983,S005261,C0075,2024-10-18,20,59,66.29
WS00222984,S005262,C0454,2024-06-17,21,103,96.26
WS00222985,S005262,C0423,2024-12-18,0,7,24.14
WS00222986,S005262,C0317,2024-02-21,9,20,71.43
WS00222987,S005262,C0456,2024-07-25,6,17,40.48
WS00222988,S005262,C0372,2024-06-02,16,39,97.5
WS00222989,S005263,C0348,2024-07-13,21,14,13.86
WS00222990,S005263,C0185,2024-07-16,20,20,37.74
WS00222991,S005263,C0093,2024-02-06,7,20,71.43
WS00222992,S005263,C0331,2024-03-02,11,26,25.24
WS00222993,S005263,C0475,2024-04-28,22,27,75.0
WS00222994,S005263,C0401,2024-12-08,22,14,8.28
WS00222995,S005264,C0087,2024-03-11,1,29,74.36
WS00222996,S005264,C0268,2024-07-07,19,14,28.0
WS00222997,S005264,C0049,2024-04-01,1,37,90.24
WS00222998,S005264,C0431,2024-09-14,21,12,33.33
WS00222999,S005264,C0350,2024-10-02,11,74,91.36
WS00223000,S005264,C0168,2024-11-26,22,9,24.32
WS00223001,S005264,C0028,2024-04-01,14,31,96.88
WS00223002,S005264,C0265,2024-03-31,17,20,51.28
WS00223003,S005264,C0451,2024-04-27,17,26,57.78
WS00223004,S005264,C0202,2024-11-15,22,24,66.67
WS00223005,S005264,C0285,2024-05-19,12,17,33.33
WS00223006,S005264,C0258,2024-12-20,19,18,38.3
WS00223007,S005264,C0018,2024-05-26,12,78,90.7
WS00223008,S005264,C0403,2024-07-31,22,19,82.61
WS00223009,S005264,C0026,2024-12-09,11,22,46.81
WS00223010,S005264,C0426,2024-12-02,22,94,100.0
WS00223011,S005264,C0427,2024-12-27,20,103,98.1
WS00223012,S005264,C0344,2024-11-01,18,22,91.67
WS00223013,S005264,C0166,2024-03-29,12,13,28.26
WS00223014,S005264,C0202,2024-05-26,20,7,19.44
WS00223015,S005264,C0084,2024-04-09,20,8,28.57
WS00223016,S005264,C0230,2024-06-12,8,12,52.17
WS00223017,S005264,C0322,2024-02-25,11,19,46.34
WS00223018,S005264,C0468,2024-05-13,21,19,50.0
WS00223019,S005264,C0158,2024-12-08,2,5,14.71
WS00223020,S005264,C0322,2024-10-25,21,14,34.15
WS00223021,S005264,C0001,2024-03-30,6,29,85.29
WS00223022,S005264,C0241,2024-08-27,20,44,24.86
WS00223023,S005264,C0386,2024-05-28,21,20,68.97
WS00223024,S005264,C0045,2024-01-02,19,25,64.1
WS00223025,S005264,C0448,2024-03-13,16,32,91.43
WS00223026,S005264,C0018,2024-05-06,20,34,39.53
WS00223027,S005264,C0460,2024-12-30,21,79,84.04
WS00223028,S005264,C0479,2024-05-14,12,14,11.29
WS00223029,S005264,C0449,2024-09-25,20,8,15.09
WS00223030,S005264,C0262,2024-02-07,7,34,20.24
WS00223031,S005264,C0339,2024-06-24,17,11,50.0
WS00223032,S005264,C0004,2024-11-28,15,41,41.0
WS00223033,S005264,C0491,2024-08-21,12,45,86.54
WS00223034,S005265,C0339,2024-02-18,5,13,59.09
WS00223035,S005265,C0048,2024-03-28,4,82,94.25
WS00223036,S005265,C0096,2024-12-01,21,33,91.67
WS00223037,S005265,C0416,2024-05-07,0,34,21.25
WS00223038,S005265,C0454,2024-03-05,14,96,89.72
WS00223039,S005265,C0135,2024-12-08,10,20,95.24
WS00223040,S005265,C0291,2024-05-30,22,14,42.42
WS00223041,S005265,C0130,2024-12-29,20,24,100.0
WS00223042,S005265,C0045,2024-10-22,1,12,30.77
WS00223043,S005265,C0115,2024-12-22,9,8,27.59
WS00223044,S005265,C0256,2024-12-16,1,71,65.74
WS00223045,S005265,C0166,2024-10-19,22,36,78.26
WS00223046,S005265,C0033,2024-11-23,17,141,80.57
WS00223047,S005265,C0200,2024-12-02,3,40,97.56
WS00223048,S005265,C0284,2024-03-30,2,7,16.28
WS00223049,S005265,C0465,2024-01-01,6,65,54.62
WS00223050,S005265,C0380,2024-03-31,22,58,56.31
WS00223051,S005265,C0039,2024-07-13,15,26,23.21
WS00223052,S005265,C0258,2024-09-07,19,13,27.66
WS00223053,S005265,C0211,2024-05-23,20,134,97.1
WS00223054,S005265,C0206,2024-04-28,4,18,75.0
WS00223055,S005265,C0491,2024-01-09,10,16,30.77
WS00223056,S005265,C0395,2024-05-06,17,67,54.47
WS00223057,S005265,C0425,2024-01-23,15,20,50.0
WS00223058,S005265,C0237,2024-03-22,5,30,96.77
WS00223059,S005265,C0016,2024-06-21,21,52,59.77
WS00223060,S005265,C0474,2024-12-27,14,104,84.55
WS00223061,S005265,C0358,2024-11-08,21,11,50.0
WS00223062,S005265,C0281,2024-05-15,20,41,27.52
WS00223063,S005265,C0436,2024-01-24,7,74,52.11
WS00223064,S005265,C0168,2024-09-06,20,28,75.68
WS00223065,S005265,C0274,2024-09-26,14,18,60.0
WS00223066,S005265,C0137,2024-08-29,5,21,38.89
WS00223067,S005265,C0268,2024-01-21,11,41,82.0
WS00223068,S005265,C0405,2024-06-28,21,22,55.0
WS00223069,S005265,C0067,2024-09-15,16,42,93.33
WS00223070,S005265,C0426,2024-07-02,20,34,36.17
WS00223071,S005265,C0339,2024-07-29,9,8,36.36
WS00223072,S005265,C0451,2024-04-27,13,27,60.0
WS00223073,S005265,C0454,2024-05-13,22,7,6.54
WS00223074,S005265,C0032,2024-07-12,13,140,87.5
WS00223075,S005265,C0246,2024-04-10,3,49,27.37
WS00223076,S005265,C0482,2024-09-25,18,57,39.58
WS00223077,S005265,C0251,2024-09-16,22,32,88.89
WS00223078,S005265,C0250,2024-12-15,12,78,53.06
WS00223079,S005265,C0267,2024-03-03,15,11,34.38
WS00223080,S005265,C0181,2024-02-08,14,8,7.34
WS00223081,S005265,C0203,2024-07-15,20,13,61.9
WS00223082,S005265,C0177,2024-07-14,4,72,66.67
WS00223083,S005265,C0213,2024-02-28,21,16,45.71
WS00223084,S005265,C0346,2024-11-17,17,62,71.26
WS00223085,S005265,C0046,2024-02-01,4,30,62.5
WS00223086,S005265,C0266,2024-04-25,13,140,84.85
WS00223087,S005265,C0009,2024-12-28,12,11,40.74
WS00223088,S005265,C0223,2024-07-27,19,19,11.05
WS00223089,S005265,C0347,2024-07-02,0,40,47.62
WS00223090,S005265,C0272,2024-10-02,22,13,40.62
WS00223091,S005265,C0376,2024-05-15,4,7,17.5
WS00223092,S005265,C0380,2024-03-17,22,74,71.84
WS00223093,S005265,C0021,2024-04-21,22,24,53.33
WS00223094,S005265,C0470,2024-07-02,22,25,56.82
WS00223095,S005265,C0090,2024-08-06,13,73,80.22
WS00223096,S005265,C0042,2024-05-06,22,89,70.08
WS00223097,S005265,C0161,2024-01-21,7,29,60.42
WS00223098,S005265,C0275,2024-08-04,21,42,84.0
WS00223099,S005265,C0453,2024-02-08,12,22,78.57
WS00223100,S005265,C0285,2024-03-29,18,40,78.43
WS00223101,S005265,C0451,2024-03-07,9,9,20.0
WS00223102,S005265,C0038,2024-07-13,22,96,65.75
WS00223103,S005265,C0202,2024-06-17,0,28,77.78
WS00223104,S005266,C0198,2024-01-26,12,17,32.08
WS00223105,S005266,C0101,2024-01-22,12,100,89.29
WS00223106,S005266,C0155,2024-09-21,13,30,90.91
WS00223107,S005266,C0414,2024-06-08,10,9,25.71
WS00223108,S005266,C0034,2024-12-24,22,27,60.0
WS00223109,S005266,C0225,2024-09-29,2,26,53.06
WS00223110,S005266,C0351,2024-08-12,3,23,22.55
WS00223111,S005266,C0032,2024-05-31,22,85,53.12
WS00223112,S005266,C0143,2024-11-26,22,66,44.3
WS00223113,S005266,C0235,2024-09-27,21,89,52.98
WS00223114,S005266,C0428,2024-06-16,21,19,79.17
WS00223115,S005266,C0004,2024-07-02,17,80,80.0
WS00223116,S005266,C0373,2024-10-25,21,25,67.57
WS00223117,S005266,C0460,2024-01-28,20,44,46.81
WS00223118,S005266,C0338,2024-03-24,19,26,50.98
WS00223119,S005266,C0107,2024-05-16,13,22,18.33
WS00223120,S005266,C0277,2024-11-11,21,21,60.0
WS00223121,S005267,C0471,2024-09-26,17,162,93.64
WS00223122,S005267,C0403,2024-03-13,10,9,39.13
WS00223123,S005267,C0167,2024-06-28,18,38,44.71
WS00223124,S005267,C0417,2024-09-28,13,58,46.4
WS00223125,S005267,C0152,2024-07-21,9,43,48.86
WS00223126,S005267,C0223,2024-05-27,21,33,19.19
WS00223127,S005267,C0381,2024-12-15,18,32,17.88
WS00223128,S005267,C0290,2024-10-01,21,74,50.0
WS00223129,S005267,C0036,2024-12-22,20,27,50.94
WS00223130,S005267,C0195,2024-05-13,21,57,52.29
WS00223131,S005267,C0189,2024-06-11,12,29,82.86
WS00223132,S005267,C0321,2024-08-13,22,19,43.18
WS00223133,S005267,C0486,2024-10-12,18,122,93.85
WS00223134,S005267,C0497,2024-06-03,10,28,90.32
WS00223135,S005267,C0048,2024-02-10,10,36,41.38
WS00223136,S005267,C0449,2024-08-15,3,16,30.19
WS00223137,S005267,C0331,2024-05-25,8,31,30.1
WS00223138,S005267,C0090,2024-10-31,9,19,20.88
WS00223139,S005267,C0180,2024-06-18,5,10,31.25
WS00223140,S005267,C0415,2024-07-25,2,11,7.05
WS00223141,S005267,C0304,2024-09-06,12,7,25.93
WS00223142,S005267,C0438,2024-08-26,21,36,78.26
WS00223143,S005267,C0253,2024-01-26,23,21,67.74
WS00223144,S005267,C0420,2024-08-07,12,114,95.0
WS00223145,S005267,C0384,2024-04-27,2,27,61.36
WS00223146,S005267,C0241,2024-06-25,8,81,45.76
WS00223147,S005267,C0322,2024-01-07,4,16,39.02
WS00223148,S005267,C0276,2024-11-14,19,36,76.6
WS00223149,S005267,C0059,2024-08-21,18,16,61.54
WS00223150,S005267,C0155,2024-12-15,20,17,51.52
WS00223151,S005268,C0211,2024-08-20,19,9,6.52
WS00223152,S005268,C0031,2024-09-19,21,24,26.37
WS00223153,S005268,C0070,2024-12-15,18,12,60.0
WS00223154,S005268,C0427,2024-07-18,21,101,96.19
WS00223155,S005268,C0065,2024-09-28,22,53,98.15
WS00223156,S005268,C0060,2024-12-17,20,5,5.26
WS00223157,S005268,C0306,2024-10-23,13,43,95.56
WS00223158,S005268,C0154,2024-10-26,5,95,79.83
WS00223159,S005268,C0414,2024-10-12,20,22,62.86
WS00223160,S005268,C0473,2024-05-20,17,121,93.8
WS00223161,S005268,C0205,2024-11-02,1,40,74.07
WS00223162,S005268,C0454,2024-08-05,10,61,57.01
WS00223163,S005268,C0162,2024-04-21,13,17,32.69
WS00223164,S005268,C0382,2024-10-16,22,19,79.17
WS00223165,S005268,C0292,2024-06-08,22,13,7.74
WS00223166,S005268,C0010,2024-12-29,18,61,73.49
WS00223167,S005268,C0235,2024-08-30,5,93,55.36
WS00223168,S005268,C0227,2024-01-09,0,21,61.76
WS00223169,S005268,C0444,2024-03-21,6,12,48.0
WS00223170,S005268,C0406,2024-09-28,5,95,98.96
WS00223171,S005268,C0149,2024-05-09,12,10,33.33
WS00223172,S005268,C0106,2024-06-29,5,49,28.65
WS00223173,S005268,C0095,2024-08-03,1,30,27.78
WS00223174,S005268,C0487,2024-10-23,5,14,70.0
WS00223175,S005268,C0445,2024-11-05,22,61,57.55
WS00223176,S005268,C0091,2024-08-27,13,15,42.86
WS00223177,S005268,C0172,2024-07-08,23,63,54.78
WS00223178,S005268,C0390,2024-11-06,21,20,50.0
WS00223179,S005268,C0354,2024-07-31,18,22,88.0
WS00223180,S005268,C0203,2024-05-10,8,9,42.86
WS00223181,S005268,C0245,2024-09-10,22,23,79.31
WS00223182,S005268,C0233,2024-01-29,14,22,78.57
WS00223183,S005268,C0044,2024-12-14,9,41,95.35
WS00223184,S005268,C0284,2024-07-03,10,18,41.86
WS00223185,S005268,C0368,2024-04-20,18,22,53.66
WS00223186,S005268,C0190,2024-08-15,14,7,18.92
WS00223187,S005268,C0412,2024-03-26,20,20,66.67
WS00223188,S005268,C0075,2024-04-16,5,28,31.46
WS00223189,S005268,C0353,2024-04-24,20,15,40.54
WS00223190,S005268,C0131,2024-01-18,12,5,2.96
WS00223191,S005268,C0044,2024-01-10,21,20,46.51
WS00223192,S005268,C0460,2024-05-20,13,58,61.7
WS00223193,S005268,C0423,2024-10-18,0,18,62.07
WS00223194,S005268,C0040,2024-02-05,13,90,88.24
WS00223195,S005268,C0259,2024-12-06,13,12,48.0
WS00223196,S005268,C0068,2024-05-17,21,17,54.84
WS00223197,S005268,C0207,2024-11-30,5,127,79.38
WS00223198,S005268,C0391,2024-05-16,20,27,87.1
WS00223199,S005268,C0129,2024-11-03,1,19,51.35
WS00223200,S005268,C0290,2024-01-10,22,43,29.05
WS00223201,S005268,C0219,2024-02-26,5,10,22.22
WS00223202,S005268,C0314,2024-04-25,15,16,11.11
WS00223203,S005268,C0415,2024-04-29,22,114,73.08
WS00223204,S005268,C0427,2024-08-15,15,102,97.14
WS00223205,S005268,C0229,2024-04-03,12,20,46.51
WS00223206,S005268,C0499,2024-10-20,12,18,48.65
WS00223207,S005268,C0020,2024-11-16,21,8,40.0
WS00223208,S005268,C0362,2024-09-15,4,31,81.58
WS00223209,S005268,C0453,2024-07-24,21,13,46.43
WS00223210,S005268,C0466,2024-04-12,4,46,28.4
WS00223211,S005268,C0297,2024-08-27,11,42,36.21
WS00223212,S005268,C0194,2024-09-08,21,50,92.59
WS00223213,S005268,C0414,2024-08-15,21,9,25.71
WS00223214,S005268,C0264,2024-11-28,23,24,70.59
WS00223215,S005268,C0316,2024-12-27,23,9,20.0
WS00223216,S005268,C0115,2024-02-10,13,24,82.76
WS00223217,S005268,C0131,2024-06-17,16,79,46.75
WS00223218,S005268,C0253,2024-11-16,13,5,16.13
WS00223219,S005268,C0478,2024-05-15,21,48,100.0
WS00223220,S005268,C0207,2024-10-02,15,41,25.62
WS00223221,S005268,C0234,2024-04-28,5,8,21.62
WS00223222,S005268,C0318,2024-10-01,5,25,52.08
WS00223223,S005268,C0033,2024-06-21,23,65,37.14
WS00223224,S005268,C0310,2024-12-02,2,25,22.32
WS00223225,S005268,C0045,2024-12-22,4,37,94.87
WS00223226,S005268,C0379,2024-11-12,17,40,26.49
WS00223227,S005269,C0039,2024-01-21,21,96,85.71
WS00223228,S005269,C0092,2024-03-20,20,85,48.85
WS00223229,S005269,C0020,2024-07-30,2,18,90.0
WS00223230,S005269,C0487,2024-11-09,5,17,85.0
WS00223231,S005269,C0113,2024-09-20,21,22,40.74
WS00223232,S005269,C0438,2024-12-16,20,12,26.09
WS00223233,S005269,C0288,2024-04-03,21,9,26.47
WS00223234,S005269,C0224,2024-03-27,1,84,94.38
WS00223235,S005269,C0053,2024-06-06,1,16,37.21
WS00223236,S005269,C0230,2024-01-17,21,23,100.0
WS00223237,S005269,C0058,2024-09-03,8,16,9.3
WS00223238,S005269,C0354,2024-08-26,10,6,24.0
WS00223239,S005269,C0398,2024-11-01,19,10,45.45
WS00223240,S005269,C0417,2024-04-23,9,51,40.8
WS00223241,S005269,C0166,2024-09-06,19,15,32.61
WS00223242,S005269,C0337,2024-07-09,12,17,56.67
WS00223243,S005269,C0165,2024-11-27,19,14,66.67
WS00223244,S005269,C0268,2024-05-05,5,22,44.0
WS00223245,S005269,C0314,2024-10-23,12,90,62.5
WS00223246,S005269,C0235,2024-11-19,9,68,40.48
WS00223247,S005269,C0384,2024-06-24,22,44,100.0
WS00223248,S005269,C0323,2024-11-05,8,58,44.27
