revenue_id,subscriber_id,month,amount,plan_type
39388,S006527,2024-06,399,Standard
39389,S006527,2024-07,399,Standard
39390,S006527,2024-08,399,Standard
39391,S006527,2024-09,399,Standard
39392,S006527,2024-10,399,Standard
39393,S006527,2024-11,399,Standard
39394,S006527,2024-12,399,Standard
39395,S006528,2024-08,199,Basic
39396,S006528,2024-09,199,Basic
39397,S006528,2024-10,199,Basic
39398,S006528,2024-11,199,Basic
39399,S006528,2024-12,199,Basic
39400,S006529,2024-07,199,Basic
39401,S006529,2024-08,199,Basic
39402,S006529,2024-09,199,Basic
39403,S006529,2024-10,199,Basic
39404,S006529,2024-11,199,Basic
39405,S006529,2024-12,199,Basic
39406,S006530,2024-06,199,Basic
39407,S006530,2024-07,199,Basic
39408,S006530,2024-08,199,Basic
39409,S006530,2024-09,199,Basic
39410,S006530,2024-10,199,Basic
39411,S006530,2024-11,199,Basic
39412,S006530,2024-12,199,Basic
39413,S006531,2024-10,399,Standard
39414,S006531,2024-11,399,Standard
39415,S006531,2024-12,399,Standard
39416,S006532,2024-05,699,Premium
39417,S006532,2024-06,699,Premium
39418,S006532,2024-07,699,Premium
39419,S006533,2024-03,199,Basic
39420,S006533,2024-04,199,Basic
39421,S006533,2024-05,199,Basic
39422,S006533,2024-06,199,Basic
39423,S006533,2024-07,199,Basic
39424,S006533,2024-08,199,Basic
39425,S006533,2024-09,199,Basic
39426,S006533,2024-10,199,Basic
39427,S006533,2024-11,199,Basic
39428,S006533,2024-12,199,Basic
39429,S006534,2024-11,199,Basic
39430,S006534,2024-12,199,Basic
39431,S006535,2024-04,199,Basic
39432,S006535,2024-05,199,Basic
39433,S006536,2024-01,199,Basic
39434,S006536,2024-02,199,Basic
39435,S006536,2024-03,199,Basic
39436,S006536,2024-04,199,Basic
39437,S006536,2024-05,199,Basic
39438,S006536,2024-06,199,Basic
39439,S006536,2024-07,199,Basic
39440,S006536,2024-08,199,Basic
39441,S006536,2024-09,199,Basic
39442,S006536,2024-10,199,Basic
39443,S006536,2024-11,199,Basic
39444,S006536,2024-12,199,Basic
39445,S006537,2024-07,699,Premium
39446,S006537,2024-08,699,Premium
39447,S006537,2024-09,699,Premium
39448,S006537,2024-10,699,Premium
39449,S006537,2024-11,699,Premium
39450,S006537,2024-12,699,Premium
39451,S006538,2024-09,399,Standard
39452,S006538,2024-10,399,Standard
39453,S006538,2024-11,399,Standard
39454,S006538,2024-12,399,Standard
39455,S006539,2024-07,399,Standard
39456,S006539,2024-08,399,Standard
39457,S006539,2024-09,399,Standard
39458,S006539,2024-10,399,Standard
39459,S006539,2024-11,399,Standard
39460,S006539,2024-12,399,Standard
39461,S006540,2024-09,199,Basic
39462,S006540,2024-10,199,Basic
39463,S006540,2024-11,199,Basic
39464,S006540,2024-12,199,Basic
39465,S006541,2024-06,699,Premium
39466,S006541,2024-07,699,Premium
39467,S006541,2024-08,699,Premium
39468,S006542,2024-01,199,Basic
39469,S006542,2024-02,199,Basic
39470,S006542,2024-03,199,Basic
39471,S006542,2024-04,199,Basic
39472,S006542,2024-05,199,Basic
39473,S006542,2024-06,199,Basic
39474,S006542,2024-07,199,Basic
39475,S006542,2024-08,199,Basic
39476,S006542,2024-09,199,Basic
39477,S006542,2024-10,199,Basic
39478,S006542,2024-11,199,Basic
39479,S006542,2024-12,199,Basic
39480,S006543,2024-04,699,Premium
39481,S006543,2024-05,699,Premium
39482,S006543,2024-06,699,Premium
39483,S006543,2024-07,699,Premium
39484,S006543,2024-08,699,Premium
39485,S006543,2024-09,699,Premium
39486,S006543,2024-10,699,Premium
39487,S006543,2024-11,699,Premium
39488,S006543,2024-12,699,Premium
39489,S006544,2024-06,199,Basic
39490,S006544,2024-07,199,Basic
39491,S006544,2024-08,199,Basic
39492,S006544,2024-09,199,Basic
39493,S006544,2024-10,199,Basic
39494,S006544,2024-11,199,Basic
39495,S006544,2024-12,199,Basic
39496,S006545,2024-05,399,Standard
39497,S006545,2024-06,399,Standard
39498,S006545,2024-07,399,Standard
39499,S006545,2024-08,399,Standard
39500,S006545,2024-09,399,Standard
39501,S006545,2024-10,399,Standard
39502,S006545,2024-11,399,Standard
39503,S006545,2024-12,399,Standard
39504,S006546,2024-10,199,Basic
39505,S006546,2024-11,199,Basic
39506,S006546,2024-12,199,Basic
39507,S006547,2024-01,399,Standard
39508,S006547,2024-02,399,Standard
39509,S006547,2024-03,399,Standard
39510,S006547,2024-04,399,Standard
39511,S006547,2024-05,399,Standard
39512,S006547,2024-06,399,Standard
39513,S006547,2024-07,399,Standard
39514,S006547,2024-08,399,Standard
39515,S006547,2024-09,399,Standard
39516,S006547,2024-10,399,Standard
39517,S006547,2024-11,399,Standard
39518,S006547,2024-12,399,Standard
39519,S006548,2024-02,699,Premium
39520,S006548,2024-03,699,Premium
39521,S006548,2024-04,699,Premium
39522,S006548,2024-05,699,Premium
39523,S006548,2024-06,699,Premium
39524,S006548,2024-07,699,Premium
39525,S006548,2024-08,699,Premium
39526,S006548,2024-09,699,Premium
39527,S006548,2024-10,699,Premium
39528,S006548,2024-11,699,Premium
39529,S006548,2024-12,699,Premium
39530,S006549,2024-09,399,Standard
39531,S006549,2024-10,399,Standard
39532,S006549,2024-11,399,Standard
39533,S006549,2024-12,399,Standard
39534,S006550,2024-06,199,Basic
39535,S006550,2024-07,199,Basic
39536,S006550,2024-08,199,Basic
39537,S006550,2024-09,199,Basic
39538,S006550,2024-10,199,Basic
39539,S006550,2024-11,199,Basic
39540,S006550,2024-12,199,Basic
39541,S006551,2024-03,199,Basic
39542,S006551,2024-04,199,Basic
39543,S006551,2024-05,199,Basic
39544,S006551,2024-06,199,Basic
39545,S006551,2024-07,199,Basic
39546,S006551,2024-08,199,Basic
39547,S006551,2024-09,199,Basic
39548,S006551,2024-10,199,Basic
39549,S006551,2024-11,199,Basic
39550,S006551,2024-12,199,Basic
39551,S006552,2024-03,199,Basic
39552,S006552,2024-04,199,Basic
39553,S006552,2024-05,199,Basic
39554,S006552,2024-06,199,Basic
39555,S006552,2024-07,199,Basic
39556,S006552,2024-08,199,Basic
39557,S006552,2024-09,199,Basic
39558,S006552,2024-10,199,Basic
39559,S006552,2024-11,199,Basic
39560,S006552,2024-12,199,Basic
39561,S006553,2024-09,699,Premium
39562,S006553,2024-10,699,Premium
39563,S006553,2024-11,699,Premium
39564,S006554,2024-08,199,Basic
39565,S006554,2024-09,199,Basic
39566,S006554,2024-10,199,Basic
39567,S006554,2024-11,199,Basic
39568,S006554,2024-12,199,Basic
39569,S006555,2024-10,399,Standard
39570,S006555,2024-11,399,Standard
39571,S006555,2024-12,399,Standard
39572,S006556,2024-10,399,Standard
39573,S006556,2024-11,399,Standard
39574,S006556,2024-12,399,Standard
39575,S006557,2024-05,699,Premium
39576,S006557,2024-06,699,Premium
39577,S006557,2024-07,699,Premium
39578,S006557,2024-08,699,Premium
39579,S006557,2024-09,699,Premium
39580,S006557,2024-10,699,Premium
39581,S006557,2024-11,699,Premium
39582,S006557,2024-12,699,Premium
39583,S006558,2024-04,399,Standard
39584,S006558,2024-05,399,Standard
39585,S006558,2024-06,399,Standard
39586,S006558,2024-07,399,Standard
39587,S006558,2024-08,399,Standard
39588,S006558,2024-09,399,Standard
39589,S006558,2024-10,399,Standard
39590,S006558,2024-11,399,Standard
39591,S006558,2024-12,399,Standard
39592,S006559,2024-08,199,Basic
39593,S006559,2024-09,199,Basic
39594,S006559,2024-10,199,Basic
39595,S006559,2024-11,199,Basic
39596,S006559,2024-12,199,Basic
39597,S006560,2024-10,199,Basic
39598,S006560,2024-11,199,Basic
39599,S006560,2024-12,199,Basic
39600,S006561,2024-06,199,Basic
39601,S006561,2024-07,199,Basic
39602,S006561,2024-08,199,Basic
39603,S006561,2024-09,199,Basic
39604,S006561,2024-10,199,Basic
39605,S006561,2024-11,199,Basic
39606,S006561,2024-12,199,Basic
39607,S006562,2024-07,399,Standard
39608,S006562,2024-08,399,Standard
39609,S006562,2024-09,399,Standard
39610,S006562,2024-10,399,Standard
39611,S006562,2024-11,399,Standard
39612,S006562,2024-12,399,Standard
39613,S006563,2024-11,199,Basic
39614,S006563,2024-12,199,Basic
39615,S006564,2024-07,399,Standard
39616,S006564,2024-08,399,Standard
39617,S006564,2024-09,399,Standard
39618,S006564,2024-10,399,Standard
39619,S006564,2024-11,399,Standard
39620,S006565,2024-09,699,Premium
39621,S006565,2024-10,699,Premium
39622,S006565,2024-11,699,Premium
39623,S006565,2024-12,699,Premium
39624,S006566,2024-02,199,Basic
39625,S006566,2024-03,199,Basic
39626,S006566,2024-04,199,Basic
39627,S006566,2024-05,199,Basic
39628,S006566,2024-06,199,Basic
39629,S006566,2024-07,199,Basic
39630,S006566,2024-08,199,Basic
39631,S006566,2024-09,199,Basic
39632,S006566,2024-10,199,Basic
39633,S006566,2024-11,199,Basic
39634,S006566,2024-12,199,Basic
39635,S006567,2024-01,399,Standard
39636,S006567,2024-02,399,Standard
39637,S006567,2024-03,399,Standard
39638,S006567,2024-04,399,Standard
39639,S006567,2024-05,399,Standard
39640,S006567,2024-06,399,Standard
39641,S006567,2024-07,399,Standard
39642,S006567,2024-08,399,Standard
39643,S006567,2024-09,399,Standard
39644,S006567,2024-10,399,Standard
39645,S006567,2024-11,399,Standard
39646,S006567,2024-12,399,Standard
39647,S006568,2024-08,399,Standard
39648,S006568,2024-09,399,Standard
39649,S006568,2024-10,399,Standard
39650,S006568,2024-11,399,Standard
39651,S006568,2024-12,399,Standard
39652,S006569,2024-09,199,Basic
39653,S006569,2024-10,199,Basic
39654,S006569,2024-11,199,Basic
39655,S006569,2024-12,199,Basic
39656,S006570,2024-10,399,Standard
39657,S006570,2024-11,399,Standard
39658,S006570,2024-12,399,Standard
39659,S006571,2024-06,699,Premium
39660,S006571,2024-07,699,Premium
39661,S006571,2024-08,699,Premium
39662,S006571,2024-09,699,Premium
39663,S006571,2024-10,699,Premium
39664,S006571,2024-11,699,Premium
39665,S006571,2024-12,699,Premium
39666,S006572,2024-02,199,Basic
39667,S006572,2024-03,199,Basic
39668,S006572,2024-04,199,Basic
39669,S006572,2024-05,199,Basic
39670,S006573,2024-09,199,Basic
39671,S006573,2024-10,199,Basic
39672,S006573,2024-11,199,Basic
39673,S006574,2024-04,699,Premium
39674,S006574,2024-05,699,Premium
39675,S006574,2024-06,699,Premium
39676,S006574,2024-07,699,Premium
39677,S006574,2024-08,699,Premium
39678,S006574,2024-09,699,Premium
39679,S006574,2024-10,699,Premium
39680,S006574,2024-11,699,Premium
39681,S006574,2024-12,699,Premium
39682,S006575,2024-08,399,Standard
39683,S006575,2024-09,399,Standard
39684,S006575,2024-10,399,Standard
39685,S006575,2024-11,399,Standard
39686,S006575,2024-12,399,Standard
39687,S006576,2024-02,699,Premium
39688,S006576,2024-03,699,Premium
39689,S006576,2024-04,699,Premium
39690,S006576,2024-05,699,Premium
39691,S006576,2024-06,699,Premium
39692,S006576,2024-07,699,Premium
39693,S006576,2024-08,699,Premium
39694,S006576,2024-09,699,Premium
39695,S006576,2024-10,699,Premium
39696,S006576,2024-11,699,Premium
39697,S006576,2024-12,699,Premium
39698,S006577,2024-02,399,Standard
39699,S006577,2024-03,399,Standard
39700,S006577,2024-04,399,Standard
39701,S006577,2024-05,399,Standard
39702,S006577,2024-06,399,Standard
39703,S006577,2024-07,399,Standard
39704,S006577,2024-08,399,Standard
39705,S006577,2024-09,399,Standard
39706,S006577,2024-10,399,Standard
39707,S006577,2024-11,399,Standard
39708,S006577,2024-12,399,Standard
39709,S006578,2024-05,699,Premium
39710,S006578,2024-06,699,Premium
39711,S006578,2024-07,699,Premium
39712,S006578,2024-08,699,Premium
39713,S006578,2024-09,699,Premium
39714,S006578,2024-10,699,Premium
39715,S006578,2024-11,699,Premium
39716,S006578,2024-12,699,Premium
39717,S006579,2024-01,399,Standard
39718,S006579,2024-02,399,Standard
39719,S006579,2024-03,399,Standard
39720,S006580,2024-03,199,Basic
39721,S006580,2024-04,199,Basic
39722,S006580,2024-05,199,Basic
39723,S006580,2024-06,199,Basic
39724,S006580,2024-07,199,Basic
39725,S006580,2024-08,199,Basic
39726,S006580,2024-09,199,Basic
39727,S006580,2024-10,199,Basic
39728,S006580,2024-11,199,Basic
39729,S006580,2024-12,199,Basic
39730,S006581,2024-09,399,Standard
39731,S006581,2024-10,399,Standard
39732,S006581,2024-11,399,Standard
39733,S006581,2024-12,399,Standard
39734,S006582,2024-04,199,Basic
39735,S006582,2024-05,199,Basic
39736,S006582,2024-06,199,Basic
39737,S006582,2024-07,199,Basic
39738,S006582,2024-08,199,Basic
39739,S006582,2024-09,199,Basic
39740,S006582,2024-10,199,Basic
39741,S006582,2024-11,199,Basic
39742,S006582,2024-12,199,Basic
39743,S006583,2024-04,399,Standard
39744,S006583,2024-05,399,Standard
39745,S006583,2024-06,399,Standard
39746,S006583,2024-07,399,Standard
39747,S006583,2024-08,399,Standard
39748,S006583,2024-09,399,Standard
39749,S006583,2024-10,399,Standard
39750,S006583,2024-11,399,Standard
39751,S006583,2024-12,399,Standard
39752,S006584,2024-05,199,Basic
39753,S006584,2024-06,199,Basic
39754,S006584,2024-07,199,Basic
39755,S006584,2024-08,199,Basic
39756,S006584,2024-09,199,Basic
39757,S006584,2024-10,199,Basic
39758,S006584,2024-11,199,Basic
39759,S006584,2024-12,199,Basic
39760,S006585,2024-03,199,Basic
39761,S006585,2024-04,199,Basic
39762,S006585,2024-05,199,Basic
39763,S006585,2024-06,199,Basic
39764,S006585,2024-07,199,Basic
39765,S006585,2024-08,199,Basic
39766,S006585,2024-09,199,Basic
39767,S006585,2024-10,199,Basic
39768,S006585,2024-11,199,Basic
39769,S006585,2024-12,199,Basic
39770,S006586,2024-10,199,Basic
39771,S006586,2024-11,199,Basic
39772,S006586,2024-12,199,Basic
39773,S006587,2024-09,199,Basic
39774,S006587,2024-10,199,Basic
39775,S006587,2024-11,199,Basic
39776,S006587,2024-12,199,Basic
39777,S006588,2024-05,199,Basic
39778,S006588,2024-06,199,Basic
39779,S006588,2024-07,199,Basic
39780,S006588,2024-08,199,Basic
39781,S006588,2024-09,199,Basic
39782,S006588,2024-10,199,Basic
39783,S006588,2024-11,199,Basic
39784,S006588,2024-12,199,Basic
39785,S006589,2024-03,199,Basic
39786,S006589,2024-04,199,Basic
39787,S006589,2024-05,199,Basic
39788,S006589,2024-06,199,Basic
39789,S006589,2024-07,199,Basic
39790,S006589,2024-08,199,Basic
39791,S006589,2024-09,199,Basic
39792,S006589,2024-10,199,Basic
39793,S006589,2024-11,199,Basic
39794,S006589,2024-12,199,Basic
39795,S006590,2024-02,199,Basic
39796,S006590,2024-03,199,Basic
39797,S006590,2024-04,199,Basic
39798,S006590,2024-05,199,Basic
39799,S006590,2024-06,199,Basic
39800,S006590,2024-07,199,Basic
39801,S006590,2024-08,199,Basic
39802,S006590,2024-09,199,Basic
39803,S006590,2024-10,199,Basic
39804,S006590,2024-11,199,Basic
39805,S006590,2024-12,199,Basic
39806,S006591,2024-11,199,Basic
39807,S006591,2024-12,199,Basic
39808,S006592,2024-05,399,Standard
39809,S006592,2024-06,399,Standard
39810,S006592,2024-07,399,Standard
39811,S006592,2024-08,399,Standard
39812,S006592,2024-09,399,Standard
39813,S006592,2024-10,399,Standard
39814,S006592,2024-11,399,Standard
39815,S006592,2024-12,399,Standard
39816,S006593,2024-08,699,Premium
39817,S006593,2024-09,699,Premium
39818,S006593,2024-10,699,Premium
39819,S006593,2024-11,699,Premium
39820,S006593,2024-12,699,Premium
39821,S006594,2024-05,199,Basic
39822,S006594,2024-06,199,Basic
39823,S006594,2024-07,199,Basic
39824,S006594,2024-08,199,Basic
39825,S006594,2024-09,199,Basic
39826,S006594,2024-10,199,Basic
39827,S006594,2024-11,199,Basic
39828,S006594,2024-12,199,Basic
39829,S006595,2024-02,399,Standard
39830,S006595,2024-03,399,Standard
39831,S006595,2024-04,399,Standard
39832,S006595,2024-05,399,Standard
39833,S006595,2024-06,399,Standard
39834,S006595,2024-07,399,Standard
39835,S006595,2024-08,399,Standard
39836,S006595,2024-09,399,Standard
39837,S006595,2024-10,399,Standard
39838,S006595,2024-11,399,Standard
39839,S006595,2024-12,399,Standard
39840,S006596,2024-11,199,Basic
39841,S006596,2024-12,199,Basic
39842,S006597,2024-10,399,Standard
39843,S006597,2024-11,399,Standard
39844,S006597,2024-12,399,Standard
39845,S006598,2024-07,199,Basic
39846,S006598,2024-08,199,Basic
39847,S006598,2024-09,199,Basic
39848,S006598,2024-10,199,Basic
39849,S006598,2024-11,199,Basic
39850,S006598,2024-12,199,Basic
39851,S006599,2024-02,699,Premium
39852,S006599,2024-03,699,Premium
39853,S006599,2024-04,699,Premium
39854,S006599,2024-05,699,Premium
39855,S006599,2024-06,699,Premium
39856,S006599,2024-07,699,Premium
39857,S006599,2024-08,699,Premium
39858,S006599,2024-09,699,Premium
39859,S006599,2024-10,699,Premium
39860,S006599,2024-11,699,Premium
39861,S006599,2024-12,699,Premium
39862,S006600,2024-10,399,Standard
39863,S006600,2024-11,399,Standard
39864,S006600,2024-12,399,Standard
39865,S006601,2024-02,199,Basic
39866,S006601,2024-03,199,Basic
39867,S006601,2024-04,199,Basic
39868,S006601,2024-05,199,Basic
39869,S006601,2024-06,199,Basic
39870,S006601,2024-07,199,Basic
39871,S006601,2024-08,199,Basic
39872,S006601,2024-09,199,Basic
39873,S006601,2024-10,199,Basic
39874,S006601,2024-11,199,Basic
39875,S006601,2024-12,199,Basic
39876,S006602,2024-04,199,Basic
39877,S006602,2024-05,199,Basic
39878,S006602,2024-06,199,Basic
39879,S006602,2024-07,199,Basic
39880,S006602,2024-08,199,Basic
39881,S006602,2024-09,199,Basic
39882,S006602,2024-10,199,Basic
39883,S006602,2024-11,199,Basic
39884,S006602,2024-12,199,Basic
39885,S006603,2024-09,199,Basic
39886,S006603,2024-10,199,Basic
39887,S006603,2024-11,199,Basic
39888,S006603,2024-12,199,Basic
39889,S006604,2024-08,699,Premium
39890,S006604,2024-09,699,Premium
39891,S006604,2024-10,699,Premium
39892,S006604,2024-11,699,Premium
39893,S006604,2024-12,699,Premium
39894,S006605,2024-02,199,Basic
39895,S006605,2024-03,199,Basic
39896,S006605,2024-04,199,Basic
39897,S006605,2024-05,199,Basic
39898,S006605,2024-06,199,Basic
39899,S006605,2024-07,199,Basic
39900,S006605,2024-08,199,Basic
39901,S006605,2024-09,199,Basic
39902,S006605,2024-10,199,Basic
39903,S006605,2024-11,199,Basic
39904,S006605,2024-12,199,Basic
39905,S006606,2024-01,199,Basic
39906,S006606,2024-02,199,Basic
39907,S006606,2024-03,199,Basic
39908,S006606,2024-04,199,Basic
39909,S006606,2024-05,199,Basic
39910,S006606,2024-06,199,Basic
39911,S006606,2024-07,199,Basic
39912,S006606,2024-08,199,Basic
39913,S006606,2024-09,199,Basic
39914,S006606,2024-10,199,Basic
39915,S006606,2024-11,199,Basic
39916,S006606,2024-12,199,Basic
39917,S006607,2024-05,399,Standard
39918,S006607,2024-06,399,Standard
39919,S006607,2024-07,399,Standard
39920,S006607,2024-08,399,Standard
39921,S006607,2024-09,399,Standard
39922,S006607,2024-10,399,Standard
39923,S006607,2024-11,399,Standard
39924,S006607,2024-12,399,Standard
39925,S006608,2024-07,699,Premium
39926,S006608,2024-08,699,Premium
39927,S006608,2024-09,699,Premium
39928,S006608,2024-10,699,Premium
39929,S006608,2024-11,699,Premium
39930,S006608,2024-12,699,Premium
39931,S006609,2024-07,199,Basic
39932,S006609,2024-08,199,Basic
39933,S006609,2024-09,199,Basic
39934,S006609,2024-10,199,Basic
39935,S006609,2024-11,199,Basic
39936,S006610,2024-02,199,Basic
39937,S006610,2024-03,199,Basic
39938,S006610,2024-04,199,Basic
39939,S006610,2024-05,199,Basic
39940,S006610,2024-06,199,Basic
39941,S006610,2024-07,199,Basic
39942,S006610,2024-08,199,Basic
39943,S006610,2024-09,199,Basic
39944,S006610,2024-10,199,Basic
39945,S006610,2024-11,199,Basic
39946,S006610,2024-12,199,Basic
39947,S006611,2024-06,199,Basic
39948,S006611,2024-07,199,Basic
39949,S006611,2024-08,199,Basic
39950,S006611,2024-09,199,Basic
39951,S006611,2024-10,199,Basic
39952,S006611,2024-11,199,Basic
39953,S006611,2024-12,199,Basic
39954,S006612,2024-01,199,Basic
39955,S006612,2024-02,199,Basic
39956,S006612,2024-03,199,Basic
39957,S006612,2024-04,199,Basic
39958,S006612,2024-05,199,Basic
39959,S006612,2024-06,199,Basic
39960,S006612,2024-07,199,Basic
39961,S006612,2024-08,199,Basic
39962,S006612,2024-09,199,Basic
39963,S006612,2024-10,199,Basic
39964,S006612,2024-11,199,Basic
39965,S006612,2024-12,199,Basic
39966,S006613,2024-08,699,Premium
39967,S006613,2024-09,699,Premium
39968,S006613,2024-10,699,Premium
39969,S006613,2024-11,699,Premium
39970,S006613,2024-12,699,Premium
39971,S006614,2024-07,199,Basic
39972,S006614,2024-08,199,Basic
39973,S006614,2024-09,199,Basic
39974,S006614,2024-10,199,Basic
39975,S006614,2024-11,199,Basic
39976,S006614,2024-12,199,Basic
39977,S006615,2024-04,199,Basic
39978,S006615,2024-05,199,Basic
39979,S006615,2024-06,199,Basic
39980,S006615,2024-07,199,Basic
39981,S006615,2024-08,199,Basic
39982,S006615,2024-09,199,Basic
39983,S006615,2024-10,199,Basic
39984,S006615,2024-11,199,Basic
39985,S006615,2024-12,199,Basic
39986,S006616,2024-01,399,Standard
39987,S006616,2024-02,399,Standard
39988,S006616,2024-03,399,Standard
39989,S006616,2024-04,399,Standard
39990,S006616,2024-05,399,Standard
39991,S006616,2024-06,399,Standard
39992,S006616,2024-07,399,Standard
39993,S006616,2024-08,399,Standard
39994,S006616,2024-09,399,Standard
39995,S006616,2024-10,399,Standard
39996,S006616,2024-11,399,Standard
39997,S006616,2024-12,399,Standard
39998,S006617,2024-03,399,Standard
39999,S006617,2024-04,399,Standard
40000,S006617,2024-05,399,Standard
40001,S006617,2024-06,399,Standard
40002,S006617,2024-07,399,Standard
40003,S006617,2024-08,399,Standard
40004,S006617,2024-09,399,Standard
40005,S006617,2024-10,399,Standard
40006,S006617,2024-11,399,Standard
40007,S006617,2024-12,399,Standard
40008,S006618,2024-04,699,Premium
40009,S006618,2024-05,699,Premium
40010,S006618,2024-06,699,Premium
40011,S006618,2024-07,699,Premium
40012,S006618,2024-08,699,Premium
40013,S006618,2024-09,699,Premium
40014,S006618,2024-10,699,Premium
40015,S006618,2024-11,699,Premium
40016,S006618,2024-12,699,Premium
40017,S006619,2024-07,399,Standard
40018,S006619,2024-08,399,Standard
40019,S006619,2024-09,399,Standard
40020,S006619,2024-10,399,Standard
40021,S006619,2024-11,399,Standard
40022,S006619,2024-12,399,Standard
40023,S006620,2024-04,199,Basic
40024,S006620,2024-05,199,Basic
40025,S006621,2024-04,399,Standard
40026,S006621,2024-05,399,Standard
40027,S006621,2024-06,399,Standard
40028,S006621,2024-07,399,Standard
40029,S006621,2024-08,399,Standard
40030,S006621,2024-09,399,Standard
40031,S006621,2024-10,399,Standard
40032,S006621,2024-11,399,Standard
40033,S006621,2024-12,399,Standard
40034,S006622,2024-07,199,Basic
40035,S006622,2024-08,199,Basic
40036,S006622,2024-09,199,Basic
40037,S006622,2024-10,199,Basic
40038,S006622,2024-11,199,Basic
40039,S006622,2024-12,199,Basic
40040,S006623,2024-01,199,Basic
40041,S006623,2024-02,199,Basic
40042,S006623,2024-03,199,Basic
40043,S006623,2024-04,199,Basic
40044,S006623,2024-05,199,Basic
40045,S006623,2024-06,199,Basic
40046,S006623,2024-07,199,Basic
40047,S006623,2024-08,199,Basic
40048,S006623,2024-09,199,Basic
40049,S006623,2024-10,199,Basic
40050,S006623,2024-11,199,Basic
40051,S006623,2024-12,199,Basic
40052,S006624,2024-07,199,Basic
40053,S006624,2024-08,199,Basic
40054,S006624,2024-09,199,Basic
40055,S006624,2024-10,199,Basic
40056,S006624,2024-11,199,Basic
40057,S006624,2024-12,199,Basic
40058,S006625,2024-06,199,Basic
40059,S006625,2024-07,199,Basic
40060,S006625,2024-08,199,Basic
40061,S006625,2024-09,199,Basic
40062,S006625,2024-10,199,Basic
40063,S006625,2024-11,199,Basic
40064,S006625,2024-12,199,Basic
40065,S006626,2024-04,199,Basic
40066,S006626,2024-05,199,Basic
40067,S006626,2024-06,199,Basic
40068,S006626,2024-07,199,Basic
40069,S006626,2024-08,199,Basic
40070,S006626,2024-09,199,Basic
40071,S006626,2024-10,199,Basic
40072,S006626,2024-11,199,Basic
40073,S006626,2024-12,199,Basic
40074,S006627,2024-02,199,Basic
40075,S006627,2024-03,199,Basic
40076,S006627,2024-04,199,Basic
40077,S006627,2024-05,199,Basic
40078,S006627,2024-06,199,Basic
40079,S006627,2024-07,199,Basic
40080,S006628,2024-09,399,Standard
40081,S006628,2024-10,399,Standard
40082,S006628,2024-11,399,Standard
40083,S006628,2024-12,399,Standard
40084,S006629,2024-02,399,Standard
40085,S006629,2024-03,399,Standard
40086,S006629,2024-04,399,Standard
40087,S006629,2024-05,399,Standard
40088,S006629,2024-06,399,Standard
40089,S006629,2024-07,399,Standard
40090,S006629,2024-08,399,Standard
40091,S006629,2024-09,399,Standard
40092,S006629,2024-10,399,Standard
40093,S006629,2024-11,399,Standard
40094,S006629,2024-12,399,Standard
40095,S006630,2024-09,699,Premium
40096,S006630,2024-10,699,Premium
40097,S006630,2024-11,699,Premium
40098,S006630,2024-12,699,Premium
40099,S006631,2024-07,399,Standard
40100,S006631,2024-08,399,Standard
40101,S006631,2024-09,399,Standard
40102,S006631,2024-10,399,Standard
40103,S006631,2024-11,399,Standard
40104,S006631,2024-12,399,Standard
40105,S006632,2024-06,199,Basic
40106,S006632,2024-07,199,Basic
40107,S006632,2024-08,199,Basic
40108,S006632,2024-09,199,Basic
40109,S006632,2024-10,199,Basic
40110,S006632,2024-11,199,Basic
40111,S006632,2024-12,199,Basic
40112,S006633,2024-06,199,Basic
40113,S006633,2024-07,199,Basic
40114,S006633,2024-08,199,Basic
40115,S006633,2024-09,199,Basic
40116,S006633,2024-10,199,Basic
40117,S006633,2024-11,199,Basic
40118,S006633,2024-12,199,Basic
40119,S006634,2024-10,199,Basic
40120,S006634,2024-11,199,Basic
40121,S006634,2024-12,199,Basic
40122,S006635,2024-01,199,Basic
40123,S006635,2024-02,199,Basic
40124,S006635,2024-03,199,Basic
40125,S006635,2024-04,199,Basic
40126,S006635,2024-05,199,Basic
40127,S006635,2024-06,199,Basic
40128,S006635,2024-07,199,Basic
40129,S006635,2024-08,199,Basic
40130,S006635,2024-09,199,Basic
40131,S006635,2024-10,199,Basic
40132,S006635,2024-11,199,Basic
40133,S006635,2024-12,199,Basic
40134,S006636,2024-05,399,Standard
40135,S006636,2024-06,399,Standard
40136,S006636,2024-07,399,Standard
40137,S006636,2024-08,399,Standard
40138,S006636,2024-09,399,Standard
40139,S006636,2024-10,399,Standard
40140,S006636,2024-11,399,Standard
40141,S006636,2024-12,399,Standard
40142,S006637,2024-04,199,Basic
40143,S006637,2024-05,199,Basic
40144,S006637,2024-06,199,Basic
40145,S006637,2024-07,199,Basic
40146,S006637,2024-08,199,Basic
40147,S006637,2024-09,199,Basic
40148,S006637,2024-10,199,Basic
40149,S006637,2024-11,199,Basic
40150,S006637,2024-12,199,Basic
40151,S006638,2024-05,399,Standard
40152,S006638,2024-06,399,Standard
40153,S006638,2024-07,399,Standard
40154,S006638,2024-08,399,Standard
40155,S006638,2024-09,399,Standard
40156,S006638,2024-10,399,Standard
40157,S006638,2024-11,399,Standard
40158,S006639,2024-12,399,Standard
40159,S006640,2024-07,199,Basic
40160,S006640,2024-08,199,Basic
40161,S006640,2024-09,199,Basic
40162,S006640,2024-10,199,Basic
40163,S006640,2024-11,199,Basic
