subscriber_id,region,device_type,plan_type,join_date,churn_date,monthly_revenue
S004338,Karnataka,Smart TV,Premium,2024-09-15,,699
S004339,West India,Laptop,Premium,2024-04-19,,699
S004340,East India,Mobile,Standard,2024-02-01,,399
S004341,East India,Tablet,Basic,2024-04-02,,199
S004342,Maharashtra,Mobile,Basic,2024-02-04,2024-03-24,199
S004343,North India,Smart TV,Premium,2024-08-02,2024-12-02,699
S004344,South India,Desktop,Basic,2024-09-11,,199
S004345,West India,Laptop,Basic,2024-09-05,,199
S004346,East India,Mobile,Standard,2024-08-16,,399
S004347,South India,Tablet,Standard,2024-09-23,,399
S004348,Maharashtra,Tablet,Standard,2024-02-06,,399
S004349,East India,Laptop,Basic,2024-02-01,,199
S004350,North India,Mobile,Basic,2024-09-03,,199
S004351,Karnataka,Mobile,Basic,2024-03-01,,199
S004352,Karnataka,Laptop,Basic,2024-07-29,,199
S004353,North India,Mobile,Basic,2024-01-13,,199
S004354,Karnataka,Smart TV,Standard,2024-12-21,2025-05-13,399
S004355,North India,Tablet,Standard,2024-12-09,2025-03-18,399
S004356,South India,Mobile,Standard,2024-04-15,,399
S004357,South India,Smart TV,Basic,2024-07-24,2024-09-14,199
S004358,West India,Smart TV,Premium,2024-08-01,,699
S004359,Maharashtra,Desktop,Basic,2024-08-03,,199
S004360,North India,Mobile,Premium,2024-11-13,,699
S004361,Karnataka,Smart TV,Premium,2024-09-24,,699
S004362,West India,Laptop,Standard,2024-07-11,,399
S004363,North India,Tablet,Basic,2024-04-02,,199
S004364,West India,Mobile,Premium,2024-12-16,,699
S004365,Karnataka,Smart TV,Basic,2024-04-26,,199
S004366,West India,Laptop,Premium,2024-10-08,,699
S004367,West India,Desktop,Premium,2024-11-11,,699
S004368,North India,Mobile,Basic,2024-12-21,,199
S004369,South India,Mobile,Basic,2024-04-20,,199
S004370,North India,Desktop,Premium,2024-09-13,,699
S004371,East India,Mobile,Basic,2024-10-20,,199
S004372,North India,Desktop,Standard,2024-12-23,,399
S004373,East India,Desktop,Basic,2024-01-26,,199
S004374,Maharashtra,Mobile,Premium,2024-03-10,,699
S004375,South India,Mobile,Basic,2024-05-04,,199
S004376,South India,Smart TV,Standard,2024-08-23,,399
S004377,Karnataka,Mobile,Basic,2024-11-19,,199
S004378,North India,Smart TV,Basic,2024-01-22,,199
S004379,Karnataka,Smart TV,Standard,2024-07-15,,399
S004380,South India,Mobile,Basic,2024-10-10,,199
S004381,Karnataka,Tablet,Standard,2024-02-21,,399
S004382,North India,Laptop,Basic,2024-12-15,,199
S004383,Karnataka,Tablet,Basic,2024-09-12,,199
S004384,West India,Smart TV,Standard,2024-09-22,,399
S004385,East India,Laptop,Basic,2024-03-01,,199
S004386,South India,Mobile,Basic,2024-12-01,,199
S004387,South India,Smart TV,Premium,2024-03-10,,699
S004388,West India,Smart TV,Standard,2024-11-09,,399
S004389,Karnataka,Smart TV,Basic,2024-03-03,,199
S004390,Maharashtra,Laptop,Basic,2024-01-24,,199
S004391,South India,Tablet,Standard,2024-01-08,,399
S004392,West India,Laptop,Premium,2024-09-14,,699
S004393,North India,Laptop,Standard,2024-11-23,2025-05-08,399
S004394,Maharashtra,Desktop,Standard,2024-01-27,,399
S004395,North India,Mobile,Standard,2024-05-30,2024-10-16,399
S004396,South India,Smart TV,Basic,2024-02-19,,199
S004397,East India,Laptop,Basic,2024-12-27,,199
S004398,East India,Smart TV,Basic,2024-06-03,,199
S004399,South India,Smart TV,Standard,2024-10-20,,399
S004400,North India,Mobile,Standard,2024-04-28,,399
S004401,Maharashtra,Smart TV,Premium,2024-08-14,,699
S004402,South India,Mobile,Basic,2024-10-17,,199
S004403,South India,Tablet,Basic,2024-11-27,,199
S004404,East India,Mobile,Basic,2024-08-11,,199
S004405,Maharashtra,Laptop,Basic,2024-05-24,,199
S004406,West India,Tablet,Standard,2024-05-07,2024-10-11,399
S004407,South India,Tablet,Basic,2024-12-10,,199
S004408,Maharashtra,Tablet,Basic,2024-01-16,,199
S004409,Maharashtra,Smart TV,Standard,2024-04-17,,399
S004410,East India,Smart TV,Basic,2024-06-17,,199
S004411,East India,Mobile,Basic,2024-06-06,,199
S004412,North India,Mobile,Basic,2024-08-17,,199
S004413,Karnataka,Laptop,Basic,2024-10-27,,199
S004414,West India,Tablet,Basic,2024-01-05,2024-02-09,199
S004415,East India,Tablet,Basic,2024-03-20,,199
S004416,West India,Smart TV,Basic,2024-01-17,,199
S004417,Karnataka,Smart TV,Basic,2024-11-12,,199
S004418,Karnataka,Laptop,Basic,2024-02-16,,199
S004419,West India,Mobile,Standard,2024-01-21,,399
S004420,South India,Smart TV,Standard,2024-01-01,,399
S004421,Karnataka,Tablet,Standard,2024-02-27,,399
S004422,Maharashtra,Mobile,Standard,2024-08-10,,399
S004423,North India,Smart TV,Premium,2024-11-16,,699
S004424,Maharashtra,Mobile,Basic,2024-12-08,,199
S004425,West India,Mobile,Basic,2024-11-20,,199
S004426,North India,Laptop,Basic,2024-06-02,,199
S004427,South India,Tablet,Premium,2024-11-03,,699
S004428,West India,Tablet,Standard,2024-03-28,,399
S004429,West India,Laptop,Standard,2024-10-28,,399
S004430,Karnataka,Tablet,Basic,2024-08-25,,199
S004431,West India,Laptop,Basic,2024-10-17,,199
S004432,West India,Mobile,Premium,2024-03-17,,699
S004433,East India,Laptop,Premium,2024-09-23,2024-11-10,699
S004434,Karnataka,Laptop,Standard,2024-01-18,,399
S004435,East India,Mobile,Basic,2024-03-10,2024-08-13,199
S004436,North India,Smart TV,Premium,2024-04-22,,699
S004437,East India,Mobile,Basic,2024-10-03,,199
S004438,East India,Mobile,Standard,2024-06-21,,399
S004439,South India,Smart TV,Basic,2024-08-12,,199
S004440,West India,Laptop,Basic,2024-02-06,,199
S004441,Maharashtra,Smart TV,Premium,2024-06-14,,699
S004442,West India,Smart TV,Standard,2024-10-20,,399
S004443,Maharashtra,Smart TV,Standard,2024-05-31,,399
S004444,Karnataka,Mobile,Basic,2024-03-31,,199
S004445,Maharashtra,Mobile,Premium,2024-07-13,,699
S004446,Karnataka,Smart TV,Premium,2024-12-06,,699
S004447,South India,Desktop,Basic,2024-11-25,,199
S004448,East India,Mobile,Basic,2024-12-08,,199
S004449,South India,Tablet,Premium,2024-12-07,,699
S004450,Maharashtra,Mobile,Basic,2024-11-29,,199
S004451,West India,Smart TV,Basic,2024-04-06,,199
S004452,Maharashtra,Mobile,Basic,2024-09-10,,199
S004453,West India,Mobile,Standard,2024-11-22,,399
S004454,West India,Tablet,Basic,2024-10-29,,199
S004455,South India,Mobile,Basic,2024-08-12,,199
S004456,North India,Smart TV,Basic,2024-10-25,,199
S004457,East India,Laptop,Basic,2024-12-06,2025-04-15,199
S004458,Karnataka,Smart TV,Standard,2024-11-04,,399
S004459,East India,Smart TV,Premium,2024-11-05,,699
S004460,North India,Desktop,Standard,2024-06-08,2024-08-04,399
S004461,Karnataka,Tablet,Standard,2024-08-08,2024-11-27,399
S004462,South India,Mobile,Standard,2024-06-18,,399
S004463,North India,Desktop,Basic,2024-06-16,,199
S004464,North India,Smart TV,Basic,2024-08-07,,199
S004465,East India,Mobile,Basic,2024-07-11,,199
S004466,South India,Laptop,Basic,2024-12-22,,199
S004467,Karnataka,Tablet,Basic,2024-08-02,,199
S004468,East India,Tablet,Standard,2024-01-04,,399
S004469,North India,Laptop,Standard,2024-03-13,,399
S004470,East India,Mobile,Premium,2024-05-12,2024-07-01,699
S004471,East India,Tablet,Standard,2024-08-24,,399
S004472,West India,Laptop,Standard,2024-02-20,,399
S004473,Maharashtra,Smart TV,Premium,2024-12-16,,699
S004474,North India,Smart TV,Basic,2024-08-03,2024-10-30,199
S004475,East India,Tablet,Premium,2024-10-28,,699
S004476,South India,Laptop,Standard,2024-04-26,,399
S004477,Maharashtra,Smart TV,Premium,2024-01-05,,699
S004478,North India,Mobile,Basic,2024-06-20,,199
S004479,North India,Laptop,Premium,2024-11-15,,699
S004480,South India,Mobile,Standard,2024-03-30,,399
S004481,Karnataka,Laptop,Basic,2024-10-14,,199
S004482,South India,Laptop,Basic,2024-08-07,,199
S004483,Karnataka,Mobile,Standard,2024-03-27,2024-09-13,399
S004484,West India,Smart TV,Basic,2024-12-18,,199
S004485,South India,Smart TV,Premium,2024-01-30,,699
S004486,East India,Tablet,Standard,2024-12-09,,399
S004487,Karnataka,Tablet,Basic,2024-04-20,,199
S004488,West India,Smart TV,Premium,2024-08-31,,699
S004489,Karnataka,Laptop,Basic,2024-04-23,,199
S004490,West India,Smart TV,Premium,2024-01-03,2024-02-21,699
S004491,Maharashtra,Laptop,Premium,2024-12-23,,699
S004492,Karnataka,Mobile,Standard,2024-05-28,,399
S004493,West India,Smart TV,Basic,2024-07-23,,199
S004494,South India,Tablet,Standard,2024-11-11,,399
S004495,East India,Mobile,Premium,2024-03-07,,699
S004496,North India,Laptop,Standard,2024-10-26,,399
S004497,Karnataka,Laptop,Basic,2024-11-26,,199
S004498,East India,Smart TV,Standard,2024-11-01,,399
S004499,South India,Mobile,Basic,2024-04-15,2024-10-07,199
S004500,West India,Laptop,Basic,2024-03-30,,199
S004501,Maharashtra,Desktop,Standard,2024-06-12,,399
S004502,West India,Laptop,Standard,2024-02-05,,399
S004503,West India,Mobile,Standard,2024-02-06,,399
S004504,West India,Laptop,Premium,2024-09-04,,699
S004505,Karnataka,Mobile,Basic,2024-02-09,2024-06-13,199
S004506,North India,Mobile,Standard,2024-01-05,,399
S004507,North India,Smart TV,Basic,2024-04-15,,199
S004508,Karnataka,Desktop,Standard,2024-01-11,,399
S004509,East India,Smart TV,Basic,2024-04-15,2024-07-02,199
S004510,Maharashtra,Desktop,Basic,2024-02-20,,199
S004511,Karnataka,Desktop,Basic,2024-10-24,,199
S004512,East India,Mobile,Premium,2024-02-23,,699
S004513,Maharashtra,Mobile,Premium,2024-10-31,,699
S004514,West India,Mobile,Basic,2024-07-30,,199
S004515,South India,Mobile,Standard,2024-03-04,,399
S004516,South India,Laptop,Premium,2024-06-29,,699
S004517,Karnataka,Smart TV,Standard,2024-06-15,,399
S004518,East India,Smart TV,Standard,2024-05-12,,399
S004519,Maharashtra,Tablet,Standard,2024-07-03,,399
S004520,East India,Laptop,Standard,2024-06-15,,399
S004521,South India,Tablet,Standard,2024-11-09,,399
S004522,South India,Tablet,Standard,2024-01-16,,399
S004523,North India,Laptop,Basic,2024-08-20,2024-12-24,199
S004524,Karnataka,Smart TV,Premium,2024-08-19,,699
S004525,Karnataka,Smart TV,Basic,2024-03-08,,199
S004526,North India,Mobile,Standard,2024-08-01,2025-01-20,399
S004527,Karnataka,Smart TV,Basic,2024-02-23,,199
S004528,South India,Mobile,Standard,2024-10-18,2025-04-07,399
S004529,East India,Smart TV,Basic,2024-06-21,2024-11-07,199
S004530,Maharashtra,Smart TV,Standard,2024-10-04,,399
S004531,Maharashtra,Laptop,Standard,2024-02-09,,399
S004532,North India,Smart TV,Premium,2024-04-29,2024-10-05,699
S004533,North India,Mobile,Basic,2024-11-14,,199
S004534,West India,Laptop,Premium,2024-02-04,,699
S004535,South India,Laptop,Standard,2024-02-01,,399
S004536,East India,Tablet,Premium,2024-06-08,,699
S004537,Maharashtra,Smart TV,Premium,2024-02-25,,699
S004538,East India,Smart TV,Basic,2024-02-01,,199
S004539,Karnataka,Laptop,Basic,2024-08-03,2024-09-28,199
S004540,West India,Smart TV,Basic,2024-01-29,,199
S004541,Karnataka,Mobile,Basic,2024-01-10,,199
S004542,West India,Desktop,Basic,2024-08-19,,199
S004543,South India,Laptop,Standard,2024-11-16,,399
S004544,East India,Smart TV,Basic,2024-03-10,,199
S004545,East India,Laptop,Basic,2024-08-07,2024-10-07,199
S004546,East India,Smart TV,Basic,2024-11-11,,199
S004547,West India,Smart TV,Premium,2024-04-13,,699
S004548,East India,Smart TV,Basic,2024-06-03,2024-09-15,199
S004549,North India,Mobile,Basic,2024-05-04,,199
S004550,North India,Laptop,Premium,2024-12-18,,699
S004551,Maharashtra,Mobile,Standard,2024-07-25,,399
S004552,West India,Laptop,Premium,2024-04-28,,699
S004553,North India,Smart TV,Basic,2024-06-27,,199
S004554,East India,Laptop,Premium,2024-02-23,,699
S004555,Karnataka,Laptop,Basic,2024-04-14,,199
S004556,Maharashtra,Mobile,Basic,2024-10-30,,199
S004557,East India,Smart TV,Basic,2024-03-01,,199
S004558,West India,Mobile,Basic,2024-05-18,,199
S004559,Karnataka,Laptop,Standard,2024-01-23,,399
S004560,West India,Smart TV,Basic,2024-02-18,,199
S004561,North India,Laptop,Basic,2024-07-07,,199
S004562,South India,Mobile,Standard,2024-01-16,,399
S004563,Karnataka,Smart TV,Basic,2024-01-13,,199
S004564,Maharashtra,Laptop,Basic,2024-04-02,,199
S004565,Maharashtra,Laptop,Basic,2024-11-25,,199
S004566,South India,Smart TV,Basic,2024-02-01,2024-04-24,199
S004567,North India,Desktop,Basic,2024-12-24,,199
S004568,West India,Tablet,Basic,2024-02-26,,199
S004569,Maharashtra,Mobile,Standard,2024-06-06,,399
S004570,West India,Mobile,Standard,2024-05-13,,399
S004571,East India,Mobile,Basic,2024-11-01,,199
S004572,Maharashtra,Smart TV,Basic,2024-06-07,,199
S004573,Maharashtra,Smart TV,Standard,2024-05-19,,399
S004574,South India,Laptop,Basic,2024-06-03,,199
S004575,West India,Smart TV,Basic,2024-01-10,,199
S004576,Karnataka,Mobile,Basic,2024-01-11,,199
S004577,North India,Mobile,Premium,2024-02-22,,699
S004578,South India,Tablet,Premium,2024-06-20,,699
S004579,East India,Desktop,Basic,2024-08-30,,199
S004580,South India,Laptop,Standard,2024-10-11,,399
S004581,Maharashtra,Smart TV,Standard,2024-08-09,,399
S004582,West India,Laptop,Premium,2024-09-18,,699
S004583,South India,Laptop,Premium,2024-09-01,,699
S004584,Karnataka,Mobile,Standard,2024-01-04,,399
S004585,Karnataka,Smart TV,Basic,2024-12-20,,199
S004586,South India,Tablet,Standard,2024-07-27,,399
S004587,West India,Mobile,Basic,2024-07-20,,199
S004588,East India,Smart TV,Premium,2024-08-12,2024-10-28,699
S004589,West India,Smart TV,Basic,2024-03-16,,199
S004590,South India,Laptop,Premium,2024-07-22,,699
S004591,North India,Smart TV,Standard,2024-11-08,,399
S004592,East India,Mobile,Standard,2024-06-21,,399
S004593,Karnataka,Mobile,Standard,2024-12-28,,399
S004594,South India,Mobile,Standard,2024-05-06,,399
S004595,Maharashtra,Mobile,Basic,2024-06-16,,199
S004596,North India,Mobile,Basic,2024-04-08,,199
S004597,Maharashtra,Tablet,Basic,2024-01-04,,199
S004598,North India,Laptop,Premium,2024-11-14,,699
S004599,Maharashtra,Smart TV,Standard,2024-12-23,,399
S004600,Karnataka,Mobile,Basic,2024-03-05,,199
S004601,South India,Laptop,Standard,2024-06-16,2024-08-03,399
S004602,West India,Smart TV,Premium,2024-12-29,,699
S004603,Maharashtra,Mobile,Basic,2024-09-21,,199
S004604,East India,Tablet,Standard,2024-01-30,2024-05-29,399
S004605,North India,Laptop,Basic,2024-05-13,,199
S004606,Karnataka,Laptop,Premium,2024-06-09,,699
S004607,West India,Mobile,Standard,2024-08-07,,399
S004608,South India,Tablet,Standard,2024-02-07,,399
S004609,West India,Smart TV,Basic,2024-09-14,,199
S004610,East India,Smart TV,Premium,2024-08-31,,699
S004611,East India,Laptop,Standard,2024-04-10,,399
S004612,West India,Mobile,Premium,2024-08-26,,699
S004613,West India,Laptop,Premium,2024-11-11,,699
S004614,Maharashtra,Laptop,Basic,2024-07-16,,199
S004615,Maharashtra,Smart TV,Basic,2024-01-09,,199
S004616,Karnataka,Mobile,Standard,2024-03-30,,399
S004617,West India,Smart TV,Basic,2024-08-14,2024-11-03,199
S004618,West India,Desktop,Premium,2024-01-12,2024-03-18,699
S004619,Maharashtra,Smart TV,Standard,2024-11-06,,399
S004620,West India,Smart TV,Premium,2024-04-23,,699
S004621,North India,Mobile,Basic,2024-11-17,,199
S004622,West India,Smart TV,Basic,2024-06-07,,199
S004623,West India,Mobile,Standard,2024-02-11,,399
S004624,West India,Laptop,Standard,2024-12-27,,399
S004625,East India,Smart TV,Basic,2024-12-30,,199
S004626,North India,Laptop,Premium,2024-02-15,,699
S004627,East India,Laptop,Basic,2024-05-18,,199
S004628,Maharashtra,Laptop,Basic,2024-09-07,,199
S004629,Maharashtra,Mobile,Basic,2024-09-24,,199
S004630,North India,Laptop,Basic,2024-03-14,,199
S004631,Maharashtra,Mobile,Basic,2024-02-12,,199
S004632,North India,Tablet,Standard,2024-06-10,,399
S004633,West India,Mobile,Basic,2024-06-01,,199
S004634,Karnataka,Laptop,Standard,2024-07-13,2024-09-06,399
S004635,Maharashtra,Mobile,Standard,2024-04-23,,399
S004636,North India,Mobile,Basic,2024-11-26,,199
S004637,Maharashtra,Laptop,Basic,2024-08-02,,199
S004638,South India,Mobile,Basic,2024-05-10,,199
S004639,Maharashtra,Smart TV,Basic,2024-01-21,,199
S004640,North India,Smart TV,Basic,2024-12-29,,199
S004641,South India,Laptop,Basic,2024-10-15,,199
S004642,East India,Smart TV,Basic,2024-08-13,,199
S004643,North India,Smart TV,Standard,2024-11-27,,399
S004644,North India,Mobile,Premium,2024-08-31,,699
S004645,North India,Desktop,Basic,2024-10-08,,199
S004646,Maharashtra,Mobile,Basic,2024-10-21,,199
S004647,East India,Laptop,Premium,2024-11-13,,699
S004648,South India,Smart TV,Premium,2024-04-15,2024-06-25,699
S004649,North India,Laptop,Premium,2024-05-26,,699
S004650,South India,Tablet,Standard,2024-03-07,,399
S004651,North India,Mobile,Basic,2024-05-03,2024-10-22,199
S004652,North India,Desktop,Standard,2024-12-18,,399
S004653,West India,Smart TV,Premium,2024-11-29,,699
S004654,East India,Smart TV,Standard,2024-04-25,,399
S004655,East India,Tablet,Basic,2024-08-31,,199
S004656,South India,Mobile,Basic,2024-11-09,2025-01-25,199
S004657,East India,Laptop,Standard,2024-10-16,,399
S004658,North India,Tablet,Basic,2024-12-03,,199
S004659,North India,Laptop,Standard,2024-08-14,2024-10-21,399
S004660,Karnataka,Smart TV,Standard,2024-11-21,,399
S004661,South India,Mobile,Basic,2024-06-12,,199
S004662,North India,Laptop,Standard,2024-01-21,,399
S004663,North India,Laptop,Standard,2024-08-22,2024-09-29,399
S004664,West India,Laptop,Basic,2024-09-01,,199
S004665,South India,Smart TV,Basic,2024-08-05,,199
S004666,West India,Laptop,Basic,2024-10-06,,199
S004667,Maharashtra,Smart TV,Standard,2024-08-07,,399
S004668,South India,Mobile,Premium,2024-06-18,,699
S004669,Maharashtra,Mobile,Basic,2024-10-30,,199
S004670,East India,Laptop,Premium,2024-04-14,,699
S004671,North India,Mobile,Basic,2024-11-04,,199
S004672,Karnataka,Mobile,Basic,2024-12-28,,199
S004673,East India,Mobile,Premium,2024-02-03,,699
S004674,Karnataka,Smart TV,Standard,2024-08-28,,399
S004675,West India,Desktop,Basic,2024-10-06,,199
S004676,Karnataka,Desktop,Standard,2024-09-22,,399
S004677,West India,Mobile,Basic,2024-05-17,,199
S004678,Karnataka,Mobile,Standard,2024-03-14,,399
S004679,Karnataka,Smart TV,Standard,2024-04-13,,399
S004680,West India,Smart TV,Basic,2024-06-22,2024-11-30,199
S004681,South India,Desktop,Premium,2024-09-25,,699
S004682,East India,Mobile,Standard,2024-06-08,,399
S004683,East India,Smart TV,Standard,2024-05-10,,399
S004684,South India,Laptop,Basic,2024-11-10,,199
S004685,South India,Mobile,Premium,2024-01-09,,699
S004686,Karnataka,Laptop,Basic,2024-06-16,,199
S004687,Karnataka,Mobile,Basic,2024-03-27,,199
S004688,North India,Tablet,Basic,2024-04-19,,199
S004689,East India,Mobile,Standard,2024-02-02,,399
S004690,Maharashtra,Mobile,Premium,2024-12-08,,699
S004691,South India,Laptop,Premium,2024-12-20,,699
S004692,South India,Mobile,Basic,2024-03-02,,199
S004693,West India,Mobile,Standard,2024-08-21,,399
S004694,North India,Smart TV,Basic,2024-02-17,2024-05-03,199
S004695,South India,Smart TV,Premium,2024-09-20,,699
S004696,South India,Mobile,Premium,2024-11-16,,699
S004697,South India,Smart TV,Basic,2024-05-26,,199
S004698,East India,Smart TV,Standard,2024-01-13,,399
S004699,Karnataka,Smart TV,Basic,2024-12-02,,199
S004700,West India,Smart TV,Basic,2024-10-31,,199
S004701,South India,Laptop,Basic,2024-07-10,,199
S004702,West India,Laptop,Basic,2024-03-19,,199
S004703,South India,Laptop,Basic,2024-09-10,,199
S004704,North India,Mobile,Standard,2024-04-11,2024-06-04,399
S004705,Karnataka,Desktop,Premium,2024-03-09,,699
S004706,West India,Smart TV,Standard,2024-05-04,,399
S004707,South India,Smart TV,Standard,2024-10-13,2024-11-27,399
S004708,Maharashtra,Tablet,Basic,2024-10-12,,199
S004709,North India,Mobile,Basic,2024-06-14,,199
S004710,North India,Laptop,Standard,2024-02-13,,399
S004711,North India,Tablet,Basic,2024-08-26,,199
S004712,East India,Laptop,Basic,2024-09-07,,199
S004713,Karnataka,Mobile,Basic,2024-12-20,,199
S004714,West India,Laptop,Basic,2024-03-28,,199
S004715,Karnataka,Smart TV,Standard,2024-10-15,,399
S004716,West India,Tablet,Premium,2024-05-04,,699
S004717,East India,Mobile,Basic,2024-06-29,,199
S004718,Maharashtra,Smart TV,Standard,2024-04-05,,399
S004719,Karnataka,Mobile,Standard,2024-09-07,,399
S004720,Maharashtra,Laptop,Premium,2024-11-23,2025-04-15,699
S004721,Karnataka,Smart TV,Basic,2024-12-17,,199
S004722,Maharashtra,Smart TV,Premium,2024-10-29,,699
S004723,North India,Mobile,Basic,2024-09-15,2024-10-18,199
S004724,North India,Mobile,Basic,2024-04-14,,199
S004725,Karnataka,Laptop,Basic,2024-04-06,2024-07-03,199
S004726,East India,Mobile,Basic,2024-03-03,,199
S004727,Maharashtra,Mobile,Basic,2024-12-08,,199
S004728,North India,Tablet,Basic,2024-04-03,,199
S004729,North India,Laptop,Basic,2024-10-05,,199
S004730,East India,Smart TV,Standard,2024-08-13,,399
S004731,East India,Smart TV,Standard,2024-01-07,,399
S004732,Karnataka,Laptop,Premium,2024-09-03,2024-11-07,699
S004733,Maharashtra,Mobile,Premium,2024-12-13,2025-06-01,699
S004734,East India,Smart TV,Basic,2024-10-14,2025-01-13,199
S004735,East India,Smart TV,Basic,2024-11-28,,199
S004736,North India,Mobile,Standard,2024-04-24,,399
S004737,West India,Tablet,Basic,2024-12-02,,199
S004738,Karnataka,Tablet,Basic,2024-08-04,,199
S004739,South India,Smart TV,Standard,2024-08-17,2025-01-24,399
S004740,Karnataka,Laptop,Standard,2024-01-28,,399
S004741,Karnataka,Desktop,Standard,2024-05-11,,399
S004742,South India,Mobile,Premium,2024-05-04,,699
S004743,South India,Laptop,Basic,2024-11-11,,199
S004744,Maharashtra,Laptop,Basic,2024-10-26,,199
S004745,North India,Mobile,Basic,2024-10-14,2025-03-14,199
S004746,Maharashtra,Laptop,Premium,2024-08-24,,699
S004747,East India,Mobile,Standard,2024-07-03,,399
S004748,East India,Tablet,Basic,2024-01-05,,199
S004749,Karnataka,Mobile,Premium,2024-02-11,,699
S004750,Maharashtra,Tablet,Standard,2024-10-26,,399
S004751,Maharashtra,Laptop,Basic,2024-04-25,2024-07-31,199
S004752,West India,Smart TV,Basic,2024-01-07,,199
S004753,Maharashtra,Laptop,Standard,2024-01-23,,399
S004754,Maharashtra,Mobile,Premium,2024-02-17,,699
S004755,Maharashtra,Mobile,Basic,2024-02-25,,199
S004756,West India,Laptop,Premium,2024-10-04,,699
S004757,Maharashtra,Smart TV,Basic,2024-01-23,,199
S004758,South India,Mobile,Standard,2024-06-27,2024-08-07,399
S004759,South India,Tablet,Premium,2024-07-08,,699
S004760,East India,Mobile,Basic,2024-07-03,,199
S004761,Karnataka,Mobile,Basic,2024-01-31,,199
S004762,East India,Smart TV,Standard,2024-05-01,,399
S004763,South India,Laptop,Standard,2024-10-26,,399
S004764,East India,Smart TV,Basic,2024-08-04,,199
S004765,East India,Mobile,Basic,2024-06-11,,199
S004766,West India,Desktop,Basic,2024-11-04,,199
S004767,North India,Tablet,Standard,2024-12-16,,399
S004768,North India,Laptop,Basic,2024-03-08,,199
S004769,West India,Laptop,Basic,2024-05-21,,199
S004770,East India,Laptop,Basic,2024-05-19,,199
S004771,North India,Smart TV,Basic,2024-09-14,2025-01-16,199
S004772,East India,Smart TV,Basic,2024-06-15,,199
S004773,West India,Mobile,Standard,2024-07-21,,399
S004774,East India,Laptop,Basic,2024-10-14,2024-12-25,199
S004775,East India,Laptop,Basic,2024-11-06,,199
S004776,West India,Laptop,Basic,2024-08-06,,199
S004777,East India,Mobile,Premium,2024-11-03,,699
S004778,South India,Mobile,Standard,2024-01-06,,399
S004779,South India,Smart TV,Basic,2024-12-17,,199
S004780,Karnataka,Mobile,Standard,2024-05-22,,399
S004781,North India,Mobile,Standard,2024-01-03,,399
S004782,North India,Mobile,Standard,2024-08-18,2024-09-20,399
S004783,West India,Laptop,Basic,2024-12-17,2025-04-20,199
S004784,South India,Smart TV,Standard,2024-01-23,,399
S004785,West India,Mobile,Basic,2024-03-03,,199
S004786,South India,Mobile,Basic,2024-07-07,,199
S004787,South India,Smart TV,Basic,2024-01-21,,199
S004788,North India,Smart TV,Premium,2024-07-12,,699
S004789,Karnataka,Desktop,Standard,2024-12-11,,399
S004790,Maharashtra,Mobile,Standard,2024-01-31,2024-04-05,399
S004791,Karnataka,Laptop,Basic,2024-11-29,,199
S004792,East India,Mobile,Basic,2024-02-14,,199
S004793,Karnataka,Smart TV,Basic,2024-02-23,,199
S004794,Maharashtra,Mobile,Standard,2024-08-01,,399
S004795,South India,Smart TV,Basic,2024-02-09,,199
S004796,South India,Laptop,Standard,2024-07-12,,399
S004797,Karnataka,Mobile,Basic,2024-04-12,,199
S004798,Karnataka,Mobile,Basic,2024-08-08,,199
S004799,East India,Laptop,Basic,2024-12-01,,199
S004800,Karnataka,Laptop,Premium,2024-05-10,,699
S004801,East India,Laptop,Standard,2024-01-28,,399
S004802,Karnataka,Smart TV,Basic,2024-12-03,,199
S004803,North India,Smart TV,Standard,2024-10-05,,399
S004804,Karnataka,Tablet,Standard,2024-08-16,,399
S004805,West India,Mobile,Basic,2024-11-09,,199
S004806,North India,Laptop,Premium,2024-04-13,,699
S004807,East India,Mobile,Basic,2024-10-09,2025-02-03,199
S004808,North India,Mobile,Premium,2024-11-03,,699
S004809,West India,Smart TV,Basic,2024-08-12,,199
S004810,Maharashtra,Smart TV,Standard,2024-12-17,,399
S004811,East India,Laptop,Basic,2024-05-21,,199
S004812,West India,Smart TV,Standard,2024-03-11,2024-08-17,399
S004813,South India,Smart TV,Basic,2024-10-27,,199
S004814,North India,Laptop,Standard,2024-11-23,,399
S004815,Maharashtra,Mobile,Standard,2024-12-15,2025-04-10,399
S004816,Karnataka,Smart TV,Basic,2024-02-02,,199
S004817,Karnataka,Smart TV,Basic,2024-03-22,,199
S004818,West India,Smart TV,Standard,2024-08-04,,399
S004819,Maharashtra,Laptop,Basic,2024-06-27,,199
S004820,North India,Mobile,Basic,2024-01-03,,199
S004821,South India,Smart TV,Basic,2024-11-24,,199
S004822,Karnataka,Smart TV,Premium,2024-02-04,,699
S004823,South India,Mobile,Basic,2024-07-20,,199
S004824,Maharashtra,Mobile,Basic,2024-08-30,,199
S004825,North India,Smart TV,Basic,2024-04-22,,199
S004826,West India,Smart TV,Basic,2024-01-08,,199
S004827,South India,Laptop,Premium,2024-08-22,,699
S004828,South India,Laptop,Standard,2024-09-23,,399
S004829,East India,Mobile,Basic,2024-11-03,,199
S004830,Karnataka,Mobile,Basic,2024-01-25,,199
S004831,North India,Smart TV,Premium,2024-07-21,,699
S004832,South India,Mobile,Premium,2024-03-17,,699
S004833,West India,Laptop,Basic,2024-03-18,,199
